,rating,date,variation,verified_reviews,feedback
258,positive,29-Jul-18,Heather Gray Fabric ,pleasantly surprised sound quality echo  big fan deep bass  might sufficient though  potential control home option explore evolve home  smart home  voice recognition impressive  stylish fun  regrets purchase  great technically changes people  ask play song movie responds instantly  elderly loved one  would great gift  connected wifi  simple use   want unlimited music control  sure amazon prime premium spotify blown away personal dj  even conversations echo  embarrassed say  echo made laugh couple times ask tell joke  tells packages since amazon prime addict  comes extremely  handy ,1
259,positive,29-Jul-18,Heather Gray Fabric ,easy setup  love things ,1
260,positive,29-Jul-18,Heather Gray Fabric ,alexa throughout house future arrived ,1
261,positive,29-Jul-18,Charcoal Fabric ,already alexa amazon find today could resist getting echo also  best thing ever  use side house  happier ,1
262,positive,29-Jul-18,Sandstone Fabric ,arrived expected ,1
263,positive,29-Jul-18,Charcoal Fabric ,bought weeks ago    everything product excellent   forget buy charger ordering  must take outside pool worry hiring electrician put outlets yard ,1
264,positive,29-Jul-18,Charcoal Fabric ,terrific,1
265,positive,29-Jul-18,Oak Finish ,love echo,1
266,positive,29-Jul-18,Charcoal Fabric ,it’s smaller original  looks nicer ,1
267,positive,29-Jul-18,Heather Gray Fabric ,works great ,1
268,positive,29-Jul-18,Charcoal Fabric ,husband would call  #34 late adopters #34  come technology  decide would try echo serve primarily music source   wow  amazed great sound   we've also great time listening favorite songs buy asking alexa   may even buy one elderly dad   think enjoy one listen music even place calls us ,1
269,positive,29-Jul-18,Charcoal Fabric ,really enjoyed   changing directv channels  plays iheartradio pandora   adjusts ac thermostat turns living room lights outside lights ,1
270,positive,29-Jul-18,Charcoal Fabric ,wanting one   bought prime day absolutely love ,1
271,positive,29-Jul-18,Charcoal Fabric ,glad got echo bluetooth speaker  alexa much stuff non smart speakers  personally love timer feature  helped cooking multiple things simultaneously  pandora integration another feature use daily  happy prime day purchase  get echo hub echo dots future ,1
272,positive,29-Jul-18,Charcoal Fabric ,see subject line   love,1
273,positive,29-Jul-18,Heather Gray Fabric ,love ,1
274,positive,29-Jul-18,Heather Gray Fabric ,easy setup ,1
275,positive,29-Jul-18,Heather Gray Fabric ,hesitant buy echo echo dot seems good enough  echo except sound quality  really feel needed  however  glad got  difference  sound really far superior echo dot  listen greatest showman little power ,1
276,positive,29-Jul-18,Sandstone Fabric ,sound quality great  still learning different things  fun ,1
277,positive,29-Jul-18,Charcoal Fabric ,got good deal works great prime   setup bit pain fault crappy internet service   worked great nice sound small speaker ,1
278,positive,29-Jul-18,Charcoal Fabric ,love ,1
279,positive,29-Jul-18,Charcoal Fabric ,works great  perfect office ,1
280,positive,29-Jul-18,Heather Gray Fabric ,love  one inside house one pool   good bose speakers around house  ,1
281,positive,29-Jul-18,Sandstone Fabric ,easy use amazing,1
282,positive,29-Jul-18,Charcoal Fabric ,nice product ,1
283,positive,29-Jul-18,Charcoal Fabric ,love echo  totally amazed speaker quality  bummed didn’t buy two since got prime day ,1
284,positive,29-Jul-18,Sandstone Fabric ,responsive  great sound quality size ,1
285,positive,29-Jul-18,Charcoal Fabric ,efficient amazing   cool   use often every day ,1
286,positive,29-Jul-18,Charcoal Fabric ,i’m impressed quality sound echo  it’s definitely comparable bose mini  gave 4 stars can’t use apple music account ,1
287,positive,29-Jul-18,Charcoal Fabric ,technology small device  price good  sound amazing  must feature home ,1
288,positive,29-Jul-18,Charcoal Fabric ,mainly use music i’m learning time   really nothing bad say,1
289,positive,29-Jul-18,Charcoal Fabric ,replaced 1st gen  concerned smaller unit sound wrong   anything volume  clear   good product ,1
290,positive,29-Jul-18,Charcoal Fabric ,great addition echo plus ,1
291,positive,29-Jul-18,Charcoal Fabric ,best,1
292,positive,29-Jul-18,Heather Gray Fabric ,love feature play music every room multiple echos ,1
293,positive,29-Jul-18,Heather Gray Fabric ,love alexa   surprised much use ,1
294,positive,29-Jul-18,Charcoal Fabric ,use product enjoyment love,1
295,positive,29-Jul-18,Sandstone Fabric ,easy use great sound great purchase great price ,1
296,positive,29-Jul-18,Charcoal Fabric ,easy set issues ,1
297,positive,29-Jul-18,Charcoal Fabric ,unit add much pleasure echo plus   music information home   one room ,1
298,positive,29-Jul-18,Heather Gray Fabric ,extremely useful simple things like spotify audible things like sometimes answer everything ask still nice use ,1
299,negative,29-Jul-18,Charcoal Fabric ,difficult set   keeps timing enter password,0
300,positive,29-Jul-18,Charcoal Fabric ,getting use using echo  used shopping lists  listening music timer  working great far ,1
301,positive,29-Jul-18,Heather Gray Fabric ,cool lots fun  used week still learning capabilities ,1
302,positive,29-Jul-18,Heather Gray Fabric ,love  love ,1
303,positive,29-Jul-18,Heather Gray Fabric ,love hard time setting apps,1
304,positive,29-Jul-18,Charcoal Fabric ,use office another apartment music information,1
305,positive,29-Jul-18,Sandstone Fabric ,great music  little hard figure works ,1
306,positive,29-Jul-18,Charcoal Fabric ,given 7 year time birthday gift dad  loves  ask alexa anything answer  plus it’s good homework  purchased one prime day bathroom i’m getting ready work  listen music 4am base it’s metro booming  replacement clock radio  plus echo dot night stand alarm clock ,1
307,positive,29-Jul-18,Sandstone Fabric ,impressed look  clarity sound color ,1
308,positive,29-Jul-18,Charcoal Fabric ,alexa amazing  great speaker ,1
309,positive,29-Jul-18,Sandstone Fabric ,still getting used alexa  connected tv yet things right use music information  great ,1
310,positive,29-Jul-18,Charcoal Fabric ,works sounds great  house barely 1100sf  sitting kitchen counter  hear  speak room  lots functionality still discover ,1
311,positive,29-Jul-18,Charcoal Fabric ,pure fun echo   weather  jokes  news briefing  music still much use   lot fun money ,1
312,positive,29-Jul-18,Charcoal Fabric ,use time especially communicate kids throughout home,1
313,positive,29-Jul-18,Charcoal Fabric ,love  still learning  makes lot things easier  like forget turn light another room ask alexa turn light ,1
314,positive,29-Jul-18,Heather Gray Fabric ,bought daughter turned 9   loves   especially like calling feature since doesn’t cell phone   loves playing music dancing amazon music play favorite songs   sometimes lol ,1
315,positive,29-Jul-18,Charcoal Fabric ,got wedding gift haven’t discovered features yet  update  playing music great though ,1
316,positive,29-Jul-18,Charcoal Fabric ,impressed sound quality ,1
317,positive,29-Jul-18,Charcoal Fabric ,pleased purchase echo smart speaker   love fact play music different genre's whenever want trouble first wi fi  working ,1
318,positive,29-Jul-18,Charcoal Fabric , wife   enjoy ease playing music  games fun   entertaining  look forward adding smart products home ,1
319,positive,29-Jul-18,Sandstone Fabric ,second echo love helps kitchen  set timers  listen news  prepare grocery lists  get great music ,1
320,positive,29-Jul-18,Sandstone Fabric ,sound quality good wish alexa could answer questions,1
321,positive,29-Jul-18,Heather Gray Fabric ,second echo  dot speaker weak purchased listening music speaker great ,1
322,positive,29-Jul-18,Charcoal Fabric ,great sound,1
323,positive,29-Jul-18,Heather Gray Fabric ,great,1
324,positive,29-Jul-18,Charcoal Fabric ,really use speaker stream music  we’ve 7 months it’s kinda useless ,1
325,positive,29-Jul-18,Heather Gray Fabric ,set user friendly  set user friendly i'd hoped  alexa app able download pc without installing  invasive   drivers  wife retired able install alexa  son supplying smart phone using alexa yet ,1
326,positive,29-Jul-18,Charcoal Fabric ,easy set  really enjoying,1
327,neutral,29-Jul-18,Heather Gray Fabric ,echo doesn’t come built battery plugged times use  makes quite inconvenient ,1
328,positive,29-Jul-18,Charcoal Fabric ,compact bit better original,1
329,positive,29-Jul-18,Charcoal Fabric ,love pretty cool ,1
330,positive,29-Jul-18,Charcoal Fabric ,living room  music sounds really good living room   hear upstairs ,1
331,positive,29-Jul-18,Heather Gray Fabric ,great product   set easy   sound wonderful ,1
332,positive,28-Jul-18,Charcoal Fabric ,far like   bought music though  sounds pretty good ,1
333,positive,28-Jul-18,Charcoal Fabric ,love,1
334,positive,28-Jul-18,Charcoal Fabric ,love ,1
335,positive,28-Jul-18,Charcoal Fabric ,glad bought ,1
336,positive,28-Jul-18,Heather Gray Fabric ,like  types fun music ,1
337,positive,28-Jul-18,Heather Gray Fabric ,like volume top turn quickly ,1
338,neutral,28-Jul-18,Charcoal Fabric ,beyond capabilities program  grandkids lve,1
339,positive,28-Jul-18,Heather Gray Fabric ,love new echo   gives hours music help things difficult set   help tekkie,1
340,positive,28-Jul-18,Charcoal Fabric ,almost good bose  love whole house music ,1
341,negative,28-Jul-18,Charcoal Fabric ,alexa hardly came ,0
342,positive,28-Jul-18,Charcoal Fabric ,easy setup using app  also easy install phone   sound quality listening music pandora wonderful ,1
343,positive,28-Jul-18,Charcoal Fabric ,i’m still learning use echo  far love ,1
344,positive,28-Jul-18,Charcoal Fabric ,works awesome ,1
345,positive,28-Jul-18,Charcoal Fabric ,works great ,1
346,positive,28-Jul-18,Charcoal Fabric ,small speaker sounds great,1
347,positive,28-Jul-18,Charcoal Fabric ,great sound size prize  course alexa ,1
348,positive,28-Jul-18,Charcoal Fabric ,echo definitely need one,1
349,positive,28-Jul-18,Charcoal Fabric ,great device   seems work better 1st generation ,1
350,negative,31-Jul-18,Black,item longer works 5 months use  connect wifi unresponsive reset requests ,0
351,positive,30-Jul-18,Black,love echo dot  easy  fun  get drop grandaughter lives 2000 miles away  sounds like right next ,1
352,positive,30-Jul-18,Black,works great different new ones,1
353,positive,30-Jul-18,Black,one's going kitchen timer music duty ,1
354,positive,30-Jul-18,White,love volume could definitely use boost  better built speaker's  would definitively 5 star  thought ahead put  audio auxiliary input  bought dedicated speaker echo  proved best way go ,1
355,positive,30-Jul-18,Black,works fine ,1
356,positive,30-Jul-18,Black,works great  looks brand new  love new echo dot  getting main rooms house ,1
357,positive,30-Jul-18,Black,refurbished item  works like new  love  easy set   love  issue volume   listening relaxing fine   expecting anything else   recommend  purchasing speaker ,1
358,positive,29-Jul-18,Black,loud,1
359,positive,29-Jul-18,White,2nd one love ,1
360,positive,29-Jul-18,White,sure feel echo dot  many things need get used ask right questions understand ,1
361,negative,29-Jul-18,Black,thing barely works  select 3rd party apps stuff think could box  i'm sending mine back asap  waste money ,0
362,neutral,29-Jul-18,Black,gift man  doesn’t like plug pictures show cord  would prefer cordless  still works though purpose bought ,1
363,positive,28-Jul-18,Black,5th amazon echo device   purchased refurbished satisfied  time different   can't tell brand new  price $10 cheaper   echo's wake us  keep timers  play music us  act encyclopedias  turn lights much ,1
364,positive,28-Jul-18,White,small echo dot amazing sounds come great changes nest thermostat phillips hue lights without leaving chair ,1
365,positive,28-Jul-18,White,talk time songs   aren’t dislikes device ,1
366,positive,28-Jul-18,Black,i’m never disappointed amazons technology ,1
367,positive,28-Jul-18,Black,worked promised ,1
368,negative,28-Jul-18,Black,returned 2 echo dots   getting refund 1  returned 2 one package  want refunds  package  see ,0
369,negative,28-Jul-18,Black,working,0
370,neutral,27-Jul-18,Black,weird pauses speech pattern present echo devices ,1
371,positive,27-Jul-18,Black,sure love alexa   lol   thank   great price product ,1
